"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007409","GO:0007409","axonogenesis","62/999","456/20772",1.30038441374817e-13,7.05978698223882e-10,6.02146424850337e-10,"ENSG00000001617/ENSG00000006652/ENSG00000007168/ENSG00000007372/ENSG00000018189/ENSG00000021645/ENSG00000035403/ENSG00000074047/ENSG00000075213/ENSG00000078018/ENSG00000078618/ENSG00000084234/ENSG00000090776/ENSG00000103260/ENSG00000104290/ENSG00000106278/ENSG00000106571/ENSG00000106689/ENSG00000108231/ENSG00000111678/ENSG00000111962/ENSG00000112333/ENSG00000112658/ENSG00000112902/ENSG00000115414/ENSG00000116035/ENSG00000116106/ENSG00000118257/ENSG00000118263/ENSG00000128610/ENSG00000129116/ENSG00000129682/ENSG00000134250/ENSG00000134259/ENSG00000137285/ENSG00000139174/ENSG00000140937/ENSG00000143013/ENSG00000143590/ENSG00000144674/ENSG00000144857/ENSG00000147894/ENSG00000148704/ENSG00000149658/ENSG00000150093/ENSG00000151150/ENSG00000153234/ENSG00000153404/ENSG00000154277/ENSG00000156299/ENSG00000165588/ENSG00000166579/ENSG00000169855/ENSG00000176165/ENSG00000180370/ENSG00000182149/ENSG00000184486/ENSG00000185070/ENSG00000187094/ENSG00000197381/ENSG00000197555/ENSG00000277586",62
"GO:0030900","GO:0030900","forebrain development","56/999","434/20772",1.69773672372019e-11,4.60850633653845e-08,3.93070728823426e-08,"ENSG00000007168/ENSG00000007372/ENSG00000013810/ENSG00000018625/ENSG00000064309/ENSG00000074047/ENSG00000075213/ENSG00000080166/ENSG00000100644/ENSG00000106571/ENSG00000106689/ENSG00000107831/ENSG00000111678/ENSG00000112333/ENSG00000112658/ENSG00000112902/ENSG00000115738/ENSG00000116035/ENSG00000118193/ENSG00000118257/ENSG00000125084/ENSG00000125845/ENSG00000128610/ENSG00000129682/ENSG00000131759/ENSG00000134438/ENSG00000137267/ENSG00000137285/ENSG00000138685/ENSG00000138772/ENSG00000138795/ENSG00000140006/ENSG00000142700/ENSG00000149571/ENSG00000151012/ENSG00000152977/ENSG00000153234/ENSG00000154146/ENSG00000156925/ENSG00000159388/ENSG00000165588/ENSG00000165704/ENSG00000166579/ENSG00000169136/ENSG00000169855/ENSG00000170370/ENSG00000170390/ENSG00000174469/ENSG00000174951/ENSG00000176165/ENSG00000181449/ENSG00000182968/ENSG00000184486/ENSG00000188064/ENSG00000198121/ENSG00000277586",56
"GO:0061351","GO:0061351","neural precursor cell proliferation","30/999","153/20772",4.02855191541561e-11,7.29033611626378e-08,6.21810521961868e-08,"ENSG00000007168/ENSG00000007372/ENSG00000064309/ENSG00000080166/ENSG00000100644/ENSG00000104290/ENSG00000106278/ENSG00000106571/ENSG00000106689/ENSG00000107831/ENSG00000112333/ENSG00000115738/ENSG00000118193/ENSG00000125084/ENSG00000129682/ENSG00000138685/ENSG00000138795/ENSG00000138798/ENSG00000142700/ENSG00000147100/ENSG00000148704/ENSG00000150093/ENSG00000159388/ENSG00000161800/ENSG00000165304/ENSG00000165655/ENSG00000169136/ENSG00000170370/ENSG00000176165/ENSG00000184486",30
"GO:0021537","GO:0021537","telencephalon development","43/999","302/20772",1.76254612463997e-10,2.20469351829037e-07,1.88043679401253e-07,"ENSG00000007168/ENSG00000007372/ENSG00000013810/ENSG00000018625/ENSG00000064309/ENSG00000075213/ENSG00000100644/ENSG00000106571/ENSG00000106689/ENSG00000107831/ENSG00000111678/ENSG00000112333/ENSG00000112658/ENSG00000115738/ENSG00000118193/ENSG00000125845/ENSG00000128610/ENSG00000129682/ENSG00000131759/ENSG00000137267/ENSG00000137285/ENSG00000138772/ENSG00000138795/ENSG00000140006/ENSG00000142700/ENSG00000149571/ENSG00000151012/ENSG00000152977/ENSG00000154146/ENSG00000156925/ENSG00000159388/ENSG00000165704/ENSG00000166579/ENSG00000169136/ENSG00000169855/ENSG00000170370/ENSG00000170390/ENSG00000174469/ENSG00000174951/ENSG00000176165/ENSG00000184486/ENSG00000198121/ENSG00000277586",43
"GO:0140014","GO:0140014","mitotic nuclear division","44/999","315/20772",2.03047846591487e-10,2.20469351829037e-07,1.88043679401253e-07,"ENSG00000076382/ENSG00000081377/ENSG00000087586/ENSG00000088325/ENSG00000107831/ENSG00000108106/ENSG00000111276/ENSG00000112941/ENSG00000113810/ENSG00000114166/ENSG00000117399/ENSG00000118193/ENSG00000120129/ENSG00000128944/ENSG00000129810/ENSG00000130177/ENSG00000132612/ENSG00000134057/ENSG00000134222/ENSG00000138182/ENSG00000138778/ENSG00000138798/ENSG00000139174/ENSG00000141198/ENSG00000142945/ENSG00000143228/ENSG00000145241/ENSG00000146247/ENSG00000151503/ENSG00000158402/ENSG00000161800/ENSG00000164109/ENSG00000164754/ENSG00000165660/ENSG00000166579/ENSG00000167110/ENSG00000167657/ENSG00000169679/ENSG00000175063/ENSG00000178999/ENSG00000182504/ENSG00000183955/ENSG00000198887/ENSG00000204899",44
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","27/999","140/20772",5.58832756908477e-10,5.05650506209354e-07,4.31281631164981e-07,"ENSG00000029534/ENSG00000074695/ENSG00000092108/ENSG00000095139/ENSG00000100196/ENSG00000100934/ENSG00000101310/ENSG00000105829/ENSG00000111711/ENSG00000122218/ENSG00000129083/ENSG00000136240/ENSG00000137642/ENSG00000138069/ENSG00000138674/ENSG00000138768/ENSG00000150961/ENSG00000156232/ENSG00000157020/ENSG00000167110/ENSG00000168374/ENSG00000180447/ENSG00000181704/ENSG00000181789/ENSG00000182158/ENSG00000184432/ENSG00000186480",27
"GO:0050767","GO:0050767","regulation of neurogenesis","50/999","416/20772",2.46985183571737e-09,1.91554651658709e-06,1.63381627448432e-06,"ENSG00000001617/ENSG00000006652/ENSG00000007168/ENSG00000007372/ENSG00000018189/ENSG00000064309/ENSG00000075213/ENSG00000078018/ENSG00000078618/ENSG00000080166/ENSG00000100644/ENSG00000100968/ENSG00000103257/ENSG00000103260/ENSG00000104290/ENSG00000106278/ENSG00000106571/ENSG00000106689/ENSG00000112333/ENSG00000112658/ENSG00000112893/ENSG00000112902/ENSG00000114745/ENSG00000115414/ENSG00000115738/ENSG00000116106/ENSG00000123095/ENSG00000125845/ENSG00000125968/ENSG00000128610/ENSG00000129682/ENSG00000130164/ENSG00000134107/ENSG00000134259/ENSG00000137642/ENSG00000138685/ENSG00000138795/ENSG00000142700/ENSG00000144674/ENSG00000146425/ENSG00000148704/ENSG00000150093/ENSG00000156299/ENSG00000159388/ENSG00000164104/ENSG00000169855/ENSG00000174989/ENSG00000176165/ENSG00000182149/ENSG00000277586",50
"GO:0021988","GO:0021988","olfactory lobe development","13/999","36/20772",5.6095843405605e-09,3.80680417311287e-06,3.24691598870074e-06,"ENSG00000018625/ENSG00000075213/ENSG00000106689/ENSG00000112333/ENSG00000112658/ENSG00000115738/ENSG00000118193/ENSG00000128610/ENSG00000152977/ENSG00000156925/ENSG00000169136/ENSG00000169855/ENSG00000174951",13
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","14/999","46/20772",1.8347066995759e-08,1.0815594085248e-05,9.22488359414953e-06,"ENSG00000076382/ENSG00000114166/ENSG00000114346/ENSG00000128944/ENSG00000129810/ENSG00000134057/ENSG00000137812/ENSG00000138778/ENSG00000142945/ENSG00000143228/ENSG00000145241/ENSG00000161800/ENSG00000165660/ENSG00000178999",14
"GO:0021772","GO:0021772","olfactory bulb development","12/999","33/20772",1.99218900078246e-08,1.0815594085248e-05,9.22488359414953e-06,"ENSG00000075213/ENSG00000106689/ENSG00000112333/ENSG00000112658/ENSG00000115738/ENSG00000118193/ENSG00000128610/ENSG00000152977/ENSG00000156925/ENSG00000169136/ENSG00000169855/ENSG00000174951",12
"GO:0002052","GO:0002052","positive regulation of neuroblast proliferation","11/999","29/20772",4.69183017548857e-08,2.31563145661158e-05,1.97505846334681e-05,"ENSG00000007372/ENSG00000064309/ENSG00000080166/ENSG00000100644/ENSG00000104290/ENSG00000106571/ENSG00000112333/ENSG00000138685/ENSG00000142700/ENSG00000150093/ENSG00000176165",11
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","31/999","217/20772",5.67420007077524e-08,2.46824714715303e-05,2.10522810255377e-05,"ENSG00000076382/ENSG00000088325/ENSG00000112941/ENSG00000113810/ENSG00000114166/ENSG00000117399/ENSG00000118193/ENSG00000120129/ENSG00000128944/ENSG00000129810/ENSG00000130177/ENSG00000132612/ENSG00000134057/ENSG00000134222/ENSG00000138778/ENSG00000139174/ENSG00000142945/ENSG00000143228/ENSG00000145241/ENSG00000151503/ENSG00000161800/ENSG00000164109/ENSG00000164754/ENSG00000165660/ENSG00000167110/ENSG00000169679/ENSG00000178999/ENSG00000182504/ENSG00000183955/ENSG00000198887/ENSG00000204899",31
"GO:0007405","GO:0007405","neuroblast proliferation","17/999","74/20772",5.91033577325279e-08,2.46824714715303e-05,2.10522810255377e-05,"ENSG00000007168/ENSG00000007372/ENSG00000064309/ENSG00000080166/ENSG00000100644/ENSG00000104290/ENSG00000106571/ENSG00000112333/ENSG00000129682/ENSG00000138685/ENSG00000138795/ENSG00000142700/ENSG00000148704/ENSG00000150093/ENSG00000159388/ENSG00000161800/ENSG00000176165",17
