"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007409","GO:0007409","axonogenesis","51/769","456/20772",2.06600807275825e-12,1.04188787109198e-08,9.31660903546983e-09,"ENSG00000004848/ENSG00000016082/ENSG00000044524/ENSG00000055163/ENSG00000066468/ENSG00000082684/ENSG00000092421/ENSG00000101144/ENSG00000101856/ENSG00000106078/ENSG00000106123/ENSG00000107485/ENSG00000108830/ENSG00000108947/ENSG00000115310/ENSG00000120332/ENSG00000130558/ENSG00000134115/ENSG00000134569/ENSG00000136327/ENSG00000136352/ENSG00000140443/ENSG00000141622/ENSG00000141736/ENSG00000145147/ENSG00000146426/ENSG00000148053/ENSG00000149294/ENSG00000149557/ENSG00000150764/ENSG00000151617/ENSG00000154928/ENSG00000155980/ENSG00000158321/ENSG00000160145/ENSG00000163531/ENSG00000164690/ENSG00000171956/ENSG00000174684/ENSG00000177169/ENSG00000181754/ENSG00000182580/ENSG00000185033/ENSG00000185920/ENSG00000187122/ENSG00000187323/ENSG00000196338/ENSG00000196470/ENSG00000197971/ENSG00000198513/ENSG00000204217",51
"GO:0007411","GO:0007411","axon guidance","32/769","236/20772",2.31193947446629e-10,3.88637025657783e-07,3.47521007319774e-07,"ENSG00000004848/ENSG00000016082/ENSG00000044524/ENSG00000055163/ENSG00000082684/ENSG00000092421/ENSG00000101144/ENSG00000101856/ENSG00000106123/ENSG00000107485/ENSG00000108947/ENSG00000134115/ENSG00000136352/ENSG00000141622/ENSG00000141736/ENSG00000145147/ENSG00000149294/ENSG00000149557/ENSG00000151617/ENSG00000154928/ENSG00000155980/ENSG00000160145/ENSG00000163531/ENSG00000164690/ENSG00000174684/ENSG00000182580/ENSG00000185033/ENSG00000185920/ENSG00000187122/ENSG00000187323/ENSG00000196470/ENSG00000204217",32
"GO:0097485","GO:0097485","neuron projection guidance","32/769","236/20772",2.31193947446629e-10,3.88637025657783e-07,3.47521007319774e-07,"ENSG00000004848/ENSG00000016082/ENSG00000044524/ENSG00000055163/ENSG00000082684/ENSG00000092421/ENSG00000101144/ENSG00000101856/ENSG00000106123/ENSG00000107485/ENSG00000108947/ENSG00000134115/ENSG00000136352/ENSG00000141622/ENSG00000141736/ENSG00000145147/ENSG00000149294/ENSG00000149557/ENSG00000151617/ENSG00000154928/ENSG00000155980/ENSG00000160145/ENSG00000163531/ENSG00000164690/ENSG00000174684/ENSG00000182580/ENSG00000185033/ENSG00000185920/ENSG00000187122/ENSG00000187323/ENSG00000196470/ENSG00000204217",32
"GO:0072001","GO:0072001","renal system development","38/769","341/20772",1.56788820146095e-09,1.97671504999189e-06,1.76758764606808e-06,"ENSG00000066468/ENSG00000068001/ENSG00000101144/ENSG00000101665/ENSG00000103449/ENSG00000103494/ENSG00000104332/ENSG00000106799/ENSG00000107485/ENSG00000109501/ENSG00000114739/ENSG00000116962/ENSG00000117318/ENSG00000119888/ENSG00000121361/ENSG00000124766/ENSG00000128567/ENSG00000129757/ENSG00000131914/ENSG00000132386/ENSG00000134569/ENSG00000137834/ENSG00000138175/ENSG00000141052/ENSG00000145147/ENSG00000147257/ENSG00000150893/ENSG00000151617/ENSG00000163909/ENSG00000164120/ENSG00000164690/ENSG00000165138/ENSG00000170962/ENSG00000176788/ENSG00000185630/ENSG00000185920/ENSG00000188906/ENSG00000272398",38
"GO:0001822","GO:0001822","kidney development","37/769","331/20772",2.36627294280616e-09,2.3866228901143e-06,2.13412911304876e-06,"ENSG00000066468/ENSG00000068001/ENSG00000101144/ENSG00000101665/ENSG00000103449/ENSG00000103494/ENSG00000104332/ENSG00000106799/ENSG00000107485/ENSG00000109501/ENSG00000114739/ENSG00000116962/ENSG00000117318/ENSG00000119888/ENSG00000121361/ENSG00000124766/ENSG00000128567/ENSG00000129757/ENSG00000131914/ENSG00000132386/ENSG00000134569/ENSG00000137834/ENSG00000138175/ENSG00000145147/ENSG00000147257/ENSG00000150893/ENSG00000151617/ENSG00000163909/ENSG00000164120/ENSG00000164690/ENSG00000165138/ENSG00000170962/ENSG00000176788/ENSG00000185630/ENSG00000185920/ENSG00000188906/ENSG00000272398",37
"GO:0016055","GO:0016055","Wnt signaling pathway","46/769","485/20772",5.72621235977904e-09,4.6907427731584e-06,4.19448365951983e-06,"ENSG00000016082/ENSG00000050165/ENSG00000065717/ENSG00000066468/ENSG00000075275/ENSG00000076716/ENSG00000102119/ENSG00000103449/ENSG00000104332/ENSG00000104953/ENSG00000105173/ENSG00000106723/ENSG00000107104/ENSG00000107485/ENSG00000109062/ENSG00000110092/ENSG00000111087/ENSG00000111432/ENSG00000116962/ENSG00000120332/ENSG00000123384/ENSG00000124766/ENSG00000134569/ENSG00000134982/ENSG00000140807/ENSG00000143126/ENSG00000147257/ENSG00000148737/ENSG00000150764/ENSG00000150907/ENSG00000151617/ENSG00000162998/ENSG00000164690/ENSG00000166167/ENSG00000167191/ENSG00000168772/ENSG00000169862/ENSG00000185269/ENSG00000187123/ENSG00000187147/ENSG00000188763/ENSG00000188906/ENSG00000196470/ENSG00000196781/ENSG00000234616/ENSG00000272398",46
"GO:0198738","GO:0198738","cell-cell signaling by wnt","46/769","487/20772",6.51104489631346e-09,4.6907427731584e-06,4.19448365951983e-06,"ENSG00000016082/ENSG00000050165/ENSG00000065717/ENSG00000066468/ENSG00000075275/ENSG00000076716/ENSG00000102119/ENSG00000103449/ENSG00000104332/ENSG00000104953/ENSG00000105173/ENSG00000106723/ENSG00000107104/ENSG00000107485/ENSG00000109062/ENSG00000110092/ENSG00000111087/ENSG00000111432/ENSG00000116962/ENSG00000120332/ENSG00000123384/ENSG00000124766/ENSG00000134569/ENSG00000134982/ENSG00000140807/ENSG00000143126/ENSG00000147257/ENSG00000148737/ENSG00000150764/ENSG00000150907/ENSG00000151617/ENSG00000162998/ENSG00000164690/ENSG00000166167/ENSG00000167191/ENSG00000168772/ENSG00000169862/ENSG00000185269/ENSG00000187123/ENSG00000187147/ENSG00000188763/ENSG00000188906/ENSG00000196470/ENSG00000196781/ENSG00000234616/ENSG00000272398",46
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","35/769","325/20772",1.67900190250081e-08,1.05840082428895e-05,9.46426861883349e-06,"ENSG00000016082/ENSG00000050165/ENSG00000065717/ENSG00000066468/ENSG00000102119/ENSG00000104332/ENSG00000104953/ENSG00000107104/ENSG00000107485/ENSG00000109062/ENSG00000111087/ENSG00000111432/ENSG00000116962/ENSG00000120332/ENSG00000124766/ENSG00000134569/ENSG00000134982/ENSG00000140807/ENSG00000147257/ENSG00000148737/ENSG00000150764/ENSG00000150907/ENSG00000151617/ENSG00000162998/ENSG00000164690/ENSG00000166167/ENSG00000167191/ENSG00000169862/ENSG00000187123/ENSG00000187147/ENSG00000188763/ENSG00000188906/ENSG00000196470/ENSG00000196781/ENSG00000234616",35
"GO:0035270","GO:0035270","endocrine system development","22/769","147/20772",2.46710597195639e-08,1.3824017129529e-05,1.23614993963289e-05,"ENSG00000010310/ENSG00000016082/ENSG00000050165/ENSG00000076864/ENSG00000103449/ENSG00000105810/ENSG00000106799/ENSG00000107485/ENSG00000111087/ENSG00000118137/ENSG00000124766/ENSG00000125798/ENSG00000125820/ENSG00000129757/ENSG00000134595/ENSG00000136352/ENSG00000139352/ENSG00000151617/ENSG00000164093/ENSG00000164690/ENSG00000171105/ENSG00000185630",22
"GO:0050767","GO:0050767","regulation of neurogenesis","40/769","416/20772",3.93305813711678e-08,1.98344121854799e-05,1.77360221677982e-05,"ENSG00000006042/ENSG00000028137/ENSG00000040341/ENSG00000082684/ENSG00000090932/ENSG00000092421/ENSG00000101144/ENSG00000108830/ENSG00000108947/ENSG00000113758/ENSG00000115310/ENSG00000121966/ENSG00000124006/ENSG00000125820/ENSG00000131914/ENSG00000132386/ENSG00000134569/ENSG00000136044/ENSG00000139352/ENSG00000140538/ENSG00000144579/ENSG00000145147/ENSG00000146426/ENSG00000148053/ENSG00000149256/ENSG00000150764/ENSG00000157404/ENSG00000163909/ENSG00000164683/ENSG00000164690/ENSG00000166450/ENSG00000177169/ENSG00000181754/ENSG00000185033/ENSG00000187122/ENSG00000187323/ENSG00000189431/ENSG00000196591/ENSG00000197971/ENSG00000204217",40
